sensorid,timestamp,temperature_from_humidity,temperature_from_pressure,humidity,pressure
1984,2022-06-20T13:08:32,43.25202560424805,0,29.18109893798828,0
1984,2022-06-20T13:08:34,43.17691421508789,40.681251525878906,29.111263275146484,1009.76220703125
1984,2022-06-20T13:08:36,43.21446990966797,40.68333435058594,28.743040084838867,1009.727294921875
1984,2022-06-20T13:08:38,43.34591293334961,40.69583511352539,28.96841812133789,1009.722412109375
1984,2022-06-20T13:08:40,43.25202560424805,40.69791793823242,28.889060974121094,1009.74365234375
1984,2022-06-20T13:08:42,43.38346862792969,40.70833206176758,29.054126739501953,1009.758544921875
1984,2022-06-20T13:08:44,43.25202560424805,40.712501525878906,28.946197509765625,1009.75732421875
1984,2022-06-20T13:08:46,43.27080535888672,40.72708511352539,28.568450927734375,1009.75341796875
1984,2022-06-20T13:08:48,43.402244567871094,40.733333587646484,28.91762924194336,1009.755615234375
1984,2022-06-20T13:08:50,43.27080535888672,40.733333587646484,29.111263275146484,1009.7666015625
1984,2022-06-20T13:08:52,43.27080535888672,40.743751525878906,28.771610260009766,1009.761474609375
1984,2022-06-20T13:08:54,43.36469268798828,40.74583435058594,28.83827018737793,1009.783447265625
1984,2022-06-20T13:08:56,43.27080535888672,40.75208282470703,28.7874813079834,1009.784912109375
1984,2022-06-20T13:08:58,43.38346862792969,40.76250076293945,28.692251205444336,1009.749267578125
1984,2022-06-20T13:09:00,43.402244567871094,40.76874923706055,28.7144718170166,1009.756103515625
1984,2022-06-20T13:09:02,43.38346862792969,40.766666412353516,28.473220825195312,1009.74658203125
1984,2022-06-20T13:09:04,43.32713317871094,40.77916717529297,28.612892150878906,1009.77978515625
1984,2022-06-20T13:09:06,43.34591293334961,40.78333282470703,28.949373245239258,1009.7939453125
1984,2022-06-20T13:09:08,43.289581298828125,40.787498474121094,28.7557373046875,1009.777099609375
1984,2022-06-20T13:09:10,43.421024322509766,40.797916412353516,28.96841812133789,1009.7763671875
1984,2022-06-20T13:09:12,43.36469268798828,40.797916412353516,28.7589111328125,1009.781005859375
